Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
FOS,48/199,3.1145105915974604e-21,2.7057310764502933e-20,0,0,6.691426127229015,315.95719703983553,RB1;ATF2;APP;HDAC2;SMARCB1;MAZ;SRA1;GATA4;PIK3R1;NR3C1;ELK1;ETS1;RELA;ETS2;ELK4;YY1;SUMO1;MYC;SUMO2;EP300;JUNB;HRAS;TMSB10;SMAD2;CREBBP;XBP1;JUN;JUND;UBE2I;SMAD3;TBP;CSNK2A1;STAT1;VDR;MMP1;STAT3;ESR1;USF2;PML;RUNX1;FOSL2;NCOR2;DDIT3;CARM1;CDK2;CTNNB1;NFE2L2;TAF1,Transcription_Factor_PPIs
CEBPA,36/113,1.2992489839308567e-20,1.0945188410084186e-19,0,0,9.74985014985015,446.4448141777276,RB1;ATF2;CEBPB;HDAC2;CEBPD;MAX;HDAC1;SRA1;NR3C1;GATA2;CHD1;MNT;KAT5;MYC;SUMO2;E2F1;EP300;E2F3;E2F4;RANBP2;CREBBP;SMAD4;XRCC6;JUN;SMAD3;NFYA;VDR;SMC1A;RUNX1;PIAS1;SMARCA4;ZEB2;EWSR1;DDIT3;CDK2;CTNNB1,Transcription_Factor_PPIs
VDR,35/109,3.3340877531290057e-20,2.726107045205481e-19,0,0,9.854036253597176,441.9289180332778,RB1;KDM5A;CEBPA;HDAC2;TRRAP;SRC;BRCA1;FOXO3;MED12;PPP2CA;MED13;RXRA;POLR2A;SIN3A;MYC;NRIP1;EP300;HMGN3;MED1;CREBBP;JUN;SMAD3;CSNK2A1;SYK;STAT1;RUNX3;RUNX1;SMARCA4;NCOR2;SNW1;NCOR1;LCOR;TAF7;TCF3;TP53,Transcription_Factor_PPIs
NFYA,23/42,4.856418992784713e-20,3.8573842285547152e-19,0,0,24.964646176655076,1110.2127791199791,ATF2;CEBPA;APP;CD74;JUN;TBP;HDAC1;NFYB;SRF;NFYC;BRCA1;USF2;SREBF2;USF1;ELF1;CREB1;POLR2A;APPBP2;SP1;CDK2;EP300;TP53;KPNB1,Transcription_Factor_PPIs
POLR2A,51/239,5.921033042410448e-20,4.572353293861401e-19,0,0,5.718328776892903,253.16866171588308,MDC1;CCNK;SMARCB1;BRCA1;CTCF;SMC3;CDC73;MYC;MED10;SUMO2;EP300;GTF2I;HMGN1;MED1;SMARCC1;SMARCC2;TBP;CSNK2A1;SMC1A;WDR82;EWSR1;YAP1;DDX5;PRKDC;CSH2;CSTF3;HIRA;RXRA;MYO6;UBN1;CSTF1;LEO1;SMYD2;ABL1;ZC3H13;EGLN1;SMARCE1;ATF7IP;CREBBP;EGLN2;NFYA;VDR;CBX3;ESR1;SMARCA4;CDK9;NEDD4;ZNF74;CDK2;NF1;EZH2,Transcription_Factor_PPIs
USF1,23/43,9.979591658297938e-20,7.498179678396829e-19,0,0,23.71516793066089,1037.5660991240618,GTF3C1;APP;SREBF1;CEBPB;XRCC6;NFYA;MAX;TRRAP;PRKDC;SMARCA5;ESR1;USF2;SMARCA4;HCFC1;FOSL1;RBBP5;SUMO2;WDR5;EP300;E2F3;TCF3;BPTF;GTF2I,Transcription_Factor_PPIs
SMARCC1,35/114,1.7307459453600034e-19,1.2661772968686344e-18,0,0,9.22793147049424,398.6518465612036,VCP;CEBPB;HDAC2;SMARCB1;NOTCH1;KDM1A;EPAS1;SRC;HDAC1;CUL3;CHD4;BRCA1;NR3C1;TRIM28;POLR2A;SIN3A;RBBP5;SUMO2;BRD7;SMAD2;SMARCE1;CREBBP;SMARCC2;SMAD3;STAT2;SMARCA5;PTPN11;RUNX1;SMARCA4;NCOR1;SP1;CARM1;NEDD4;CDK2;TP53,Transcription_Factor_PPIs
NOTCH1,46/204,3.9121517670238873e-19,2.7886620288016426e-18,0,0,6.112630098452883,259.08400533529306,RB1;NOTCH2;APP;KDM1A;ROCK1;PRKDC;HDAC1;CHD4;RBPJ;SMC3;RELA;PIK3CG;PPP2CA;YY1;KAT5;TRIM28;KIF3A;DVL1;VPS11;EP300;APBB1;ASCC3;TNPO1;SMARCC1;XRCC6;SMARCC2;JAG1;SMAD3;TCF12;SMARCA5;SMC1A;RUNX3;GATAD2B;RUNX1;HCFC1;SMARCA4;MOB1A;KAT2A;SNW1;PIK3CA;TBL1XR1;LCK;MDM2;HCLS1;CTNNB1;KPNB1,Transcription_Factor_PPIs
ATF3,23/46,7.468636325126254e-19,5.1907022459627475e-18,0,0,20.61863488624052,860.5889197782147,SMAD2;ATF2;CEBPB;HDAC2;CREBBP;JUN;HSP90AA1;HDAC3;SMAD3;JUND;HDAC1;STAT1;SRA1;HDAC6;RELA;SMARCA4;SUMO1;DDIT3;SUMO2;HSF1;MDM2;JUNB;TP53,Transcription_Factor_PPIs
SMARCC2,34/114,1.5834479781853405e-18,1.0736549705744502e-17,0,0,8.842050438596491,362.40847532531774,KDM5B;HDAC2;SMARCB1;NOTCH1;EPAS1;HDAC1;CUL3;BRCA1;CHD3;ARRB2;RELA;POLR2A;SIN3A;MYC;SUMO2;BRD7;SMAD2;SMARCE1;SMARCC1;CREBBP;SMAD3;CSNK2A1;STAT2;SMARCA5;ESR1;TOPORS;RUNX1;SMARCA4;REST;NCOR1;SP1;CARM1;RCOR1;NFE2L2,Transcription_Factor_PPIs
TBP,40/160,1.6637451442568845e-18,1.1012408335795569e-17,0,0,6.9661515820456215,285.1765552390095,RB1;KDM5A;GTF3C2;DDX5;HDAC1;AHR;HMGB1;NR3C1;RELA;SPIB;RXRA;BTAF1;SNAPC1;POLR2A;SNAPC2;SIN3A;MYC;HSF1;UBTF;E2F1;EP300;BRD2;CREBBP;JUN;JUND;NFYA;NFYB;NFYC;TCF12;ZNF76;ESR1;PIAS1;REST;KLF5;SP1;MDM2;TAF7;CTNNB1;TP53;TAF1,Transcription_Factor_PPIs
STAT5A,31/96,3.962173156789528e-18,2.561591017645323e-17,0,0,9.897587221521649,396.5937369156598,CEBPB;EPAS1;SRC;HDAC1;BRCA1;NR3C1;PPP2CA;ABL1;EP300;CCR5;JAK1;STAT5B;CREBBP;SYK;STAT1;STAT3;PTPN11;PRLR;ESR1;EPOR;PIAS1;SMARCA4;NCOR2;LCK;CARM1;KIT;PPIB;SQSTM1;CRK;PTPN2;BCL2L1,Transcription_Factor_PPIs
RARA,41/175,7.827895157266143e-18,4.945806485727245e-17,0,0,6.396635606497897,251.95604376289413,KDM5A;DNMT1;HDAC2;HDAC3;SRC;HDAC1;NR3C1;GATA2;PIK3CG;RXRA;SUMO1;NRIP1;EP300;JAK2;JAK1;BRD4;SMARCE1;SUZ12;MED1;STAT5B;CREBBP;MAP3K1;JUP;ESR1;GRHL2;PML;RUNX1;GADD45G;HNRNPL;NCOR2;KAT2A;SNW1;NCOR1;KLF5;TBL1XR1;SP1;ITGB1BP2;BDP1;SQSTM1;CLOCK;EZH2,Transcription_Factor_PPIs
HCFC1,29/87,1.7943098802681658e-17,1.108484770476778e-16,0,0,10.357688113413303,399.3854736144728,HDAC2;NOTCH1;HDAC1;CUL3;ASCL2;RELA;PPP1CB;YY1;SIN3A;RBBP5;SUMO2;WDR5;E2F1;E2F3;E2F4;PPARGC1A;GABPA;HSPA8;HSP90AA1;JUN;USF1;RUNX1;THAP11;CREB3;WDR82;SP1;IRF2;CDK2;OGT,Transcription_Factor_PPIs
SMARCB1,33/116,2.4857580391308693e-17,1.5022624671269166e-16,0,0,8.261431267237626,315.8623494635408,RB1;APP;CEBPB;HDAC2;EPAS1;SRC;HDAC1;CUL3;BRCA1;NR3C1;ETS2;PPP1CB;MECP2;POLR2A;SIN3A;MYC;SUMO2;HSF1;SMARCE1;SS18;SMARCC1;CREBBP;JUN;SMARCC2;ESR1;YWHAZ;RUNX1;SMARCA4;GADD45G;NCOR1;CARM1;TP53;RAN,Transcription_Factor_PPIs
ETS1,31/102,2.837175358682475e-17,1.6781590419441022e-16,0,0,9.058308319864542,345.13185186036105,ATF2;APP;EPAS1;PRKDC;SRC;HDAC1;SRA1;HMGB1;BRCA1;NR3C1;ETS2;IGF1R;SUMO2;EP300;RBBP6;STAT6;STAT5B;DAXX;CREBBP;XRCC6;JUN;UBE2I;SMAD3;JUND;MMP1;RUNX1;MEIS1;NCOR1;SP1;GNAS;TP53,Transcription_Factor_PPIs
NCOA1,29/89,3.625451368928645e-17,2.0997405845045068e-16,0,0,10.01137768084333,378.9903909672409,CIITA;RARG;DDX5;SRA1;AHR;NR3C1;HIF1A;RXRA;SUMO1;NRIP1;EP300;RBBP6;STAT6;SFN;PPARGC1A;SMARCE1;JUN;CREBBP;TBP;VDR;STAT3;ARNT;ESR1;SMARCA4;NCOR1;SNW1;CARM1;CDK2;PPARA,Transcription_Factor_PPIs
TCF3,48/248,4.876203231497619e-17,2.7664989762374243e-16,0,0,5.038930957683742,189.2601288584665,RB1;DNMT1;DDX5;CIITA;HDAC2;KDM1A;TRRAP;MAX;PSMD13;SRF;TCF21;MYL6B;CHD4;BRCA1;GATA2;ASCL1;ELK3;YY1;EEF1B2;STIP1;LYL1;SIN3A;RPL13;EP300;SFN;SMARCE1;DAXX;CREBBP;UBE2I;JUP;VDR;TCF12;LMO2;ZBTB33;MEIS2;USF1;RUNX1;SMARCA4;KAT2A;MYO1B;NCOR1;TAL1;DNAJC10;CDK2;CTNNB1;TCF4;CALM1;RCOR1,Transcription_Factor_PPIs
SUZ12,25/66,8.9653491333611e-17,4.886994233479188e-16,0,0,12.587722782765288,465.1236517931508,KDM5A;ATF2;RARG;DNMT1;HDAC2;HDAC3;HDAC1;GATA4;CTCF;BMI1;RELA;MED17;MYC;SUMO2;GTF2I;SS18;UBE2I;CSNK2A1;SETDB1;PML;RBX1;CREB1;EWSR1;EZH1;EZH2,Transcription_Factor_PPIs
SPI1,25/66,8.9653491333611e-17,4.886994233479188e-16,0,0,12.587722782765288,465.1236517931508,RB1;ATF1;CEBPA;CEBPB;HDAC3;CEBPD;HDAC1;PRKDC;GATA2;ETS1;ETS2;MECP2;SPIB;SIN3A;JUN;CREBBP;XRCC6;TBP;SMAD3;CSNK2A1;NFYA;ETV1;PML;RUNX1;BCL6,Transcription_Factor_PPIs
CCND1,31/108,1.7439720580191216e-16,9.323542925563766e-16,0,0,8.349826130154,302.97507923763544,RB1;ITGB1;ATF2;HDAC2;HDAC3;HDAC1;CUL3;BRCA1;ETS1;ELK1;CKS1B;PPP1CB;RASSF1;MYC;UBTF;EP300;MYBL2;HSPA8;JUN;JUP;STAT3;ESR1;RUNX1;RBX1;RBL2;IFI27;SP1;CDK2;CTNNB1;CALM1;TAF1,Transcription_Factor_PPIs
PPARG,32/116,2.038820422075745e-16,1.0694190138435042e-15,0,0,7.906637490882567,285.65882740908205,RB1;APP;CEBPB;HDAC3;HDAC1;RELA;MECP2;RXRA;KAT5;SUMO1;NRIP1;EP300;PPARGC1A;MED1;CREBBP;HSP90AA1;CSNK2A1;SETDB1;CAV1;ESR1;PML;PIAS1;SMARCA4;GADD45G;CDK9;NCOR2;NCOR1;BCL6;SP1;MAFF;EZH2;NFE2L2,Transcription_Factor_PPIs
HIF1A,33/126,3.764432952796751e-16,1.9379858534768458e-15,0,0,7.369218810726778,261.72343797475054,VCP;HDAC2;HDAC3;EPAS1;MAX;SRC;HDAC1;BRCA1;FOXO3;RELA;HDAC6;SUMO1;MYC;SUMO2;EP300;EGLN1;CREBBP;JUN;HSP90AA1;SMAD3;EGLN2;CSNK2A1;STAT3;ARNT;ESR1;RBX1;SMARCA4;SP1;MAFG;MDM2;CTNNB1;MAFK;TP53,Transcription_Factor_PPIs
TRIM28,42/204,4.544567631403985e-16,2.297072366418742e-15,0,0,5.418059652572927,191.40611712733104,DNMT1;CEBPB;NOTCH1;KDM1A;HDAC1;CUL3;CHD3;ARRB2;NR3C1;NR2C2;PPP1CB;SUMO1;SIN3A;MYC;SUMO2;E2F1;E2F3;E2F4;SMARCC1;CREBBP;UBE2I;SETDB1;STAT1;CBX3;TFE3;STAT3;LARP7;VEZF1;ESR1;YWHAZ;ZWINT;TOPORS;SMARCA4;CDK9;RCN1;NCOR1;TRAF6;ZNF74;CDK2;MDM2;TP53;NFE2L2,Transcription_Factor_PPIs
EPAS1,30/106,8.222378635680094e-16,4.081823679855475e-15,0,0,8.178292346586991,284.06891145168504,SMARCB1;KDM1A;MAX;ETS1;HIF1A;MED17;MED12;SUMO1;SIN3A;MED10;SUMO2;PSMB1;EP300;PDK1;EGLN1;MED1;SMARCC1;CREBBP;HSP90AA1;SMARCC2;TGFB1;SMAD3;EGLN2;MED8;ARNT;KLHL20;SMARCA4;EWSR1;SP1;CTNNB1,Transcription_Factor_PPIs
ATF2,45/237,9.968369956707246e-16,4.861766399937921e-15,0,0,4.906527469478357,169.4809991072192,RB1;ATF1;ITGB1;APP;CEBPA;CEBPB;GSTP1;CUL3;CTNND1;SRA1;SLC3A2;ETS1;RELA;RTN4;HK1;YY1;STIP1;PRDX5;KAT5;BSG;EP300;SFN;SUZ12;SS18;CREBBP;JUN;SMAD4;HSP90AA1;UBE2I;SMAD3;CSNK2A1;NFYA;ANXA5;MLH1;YWHAZ;PML;CREB1;CDK2;CTNNB1;PPIB;DLD;ATF3;CD44;EZH2;RAB7A,Transcription_Factor_PPIs
KAT2A,30/107,1.0919042565468934e-15,5.233610057242006e-15,0,0,8.071655418816992,278.07541590324104,CEBPB;HDAC2;NOTCH1;TRRAP;MAX;PRKDC;BRCA1;RBPJ;GATA2;RELA;MED17;SUMO1;MYC;WDR5;E2F1;EP300;E2F4;SMAD2;MED1;SMAD1;SREBF1;CREBBP;XRCC6;SMAD3;ESR1;CDK2;IRF2;CTNNB1;TCF3;TP53,Transcription_Factor_PPIs
RNF2,38/175,1.841001669946548e-15,8.674550241443054e-15,0,0,5.7786906331393295,196.0621120548343,VCP;KDM5C;HDAC2;SMARCB1;NOTCH1;L3MBTL2;KDM1A;CTBP2;CBFB;TRRAP;MAX;HDAC1;BMI1;CDC73;MED17;PPP2CA;POLR2A;RBBP5;SUMO2;WDR5;PPARGC1A;ATF7IP;SUZ12;HSPA8;CSNK2A1;SETDB1;CBX3;SMARCA5;ZBTB33;RUNX1;REST;TFDP1;TBL1XR1;MDM2;BCOR;TP53;OGT;EZH2,Transcription_Factor_PPIs
SREBF2,23/62,2.6258806915668788e-15,1.2166580537593206e-14,0,0,12.149484679278828,407.8990236029534,ATF7IP;MED1;SREBF1;EGR1;CREBBP;HDAC3;UBE2I;SMAD3;HSPA5;NFYA;TRRAP;SRF;NFYC;ARRB1;PIAS1;CREB1;SUMO1;SP1;SUMO2;EP300;SCAP;TP53;KPNB1,Transcription_Factor_PPIs
FOXP3,55/350,3.564607430736864e-15,1.6245260094177842e-14,0,0,3.925298179535468,130.58573042802982,KDM1A;CHD4;NR3C1;HK2;YY1;KAT5;EP300;TNPO1;SMARCC1;SEC13;WDR36;SMARCC2;PDCD6IP;TBP;VEZF1;ZBTB33;ETV3;RUNX1;MSH6;ELF1;TBL1XR1;CD2BP2;TOP1;GTF3C1;GTF3C2;NFAT5;VCP;HDAC2;HDAC3;CBFB;MAX;HDAC1;CUL3;HEATR1;IQGAP1;RELA;EXOSC7;POLR2A;RBBP5;RAD21;DHX36;BRD7;BPTF;RANBP2;SUZ12;SMARCE1;STAT3;SMARCA5;SMARCA4;HNRNPL;CEBPZ;TCF3;RCOR1;EIF4G1;TAF1,Transcription_Factor_PPIs
RXRA,33/139,8.534521734805445e-15,3.8267694230256674e-14,0,0,6.461013866787907,209.3023285778256,RARG;HDAC3;SRC;HDAC1;SRF;PIK3R1;CTCF;GATA2;RELA;SUMO1;POLR2A;SIN3A;NRIP1;EP300;PPARGC1A;SMAD2;MED1;TBP;VDR;STAT1;ESR1;PML;SMARCA4;GADD45G;NCOR2;SNW1;NCOR1;SP1;BHLHE40;CDK2;CTNNB1;PPARA;CLOCK,Transcription_Factor_PPIs
TAL1,23/65,8.724091169543715e-15,3.845088429889508e-14,0,0,11.279884434814011,365.1601805693789,RB1;HDAC2;XRCC6;KDM1A;TRRAP;HDAC1;LMO3;LMO2;TCF12;CHD4;CHD3;GATA2;RUNX1;CDK9;LYL1;SP1;EP300;TCF4;TOP1;TCF3;CRK;CTSC;RCOR1,Transcription_Factor_PPIs
GATA4,19/42,8.852002140752825e-15,3.845088429889508e-14,0,0,16.959288963932273,548.7709233163297,SUZ12;SMAD2;MDC1;MED1;SMAD1;HDAC2;SMAD4;SMAD3;SRF;PTK2;PIAS1;SMARCA4;CDK9;SP1;EP300;NKX2-5;PPARA;EZH1;EZH2,Transcription_Factor_PPIs
NFE2L2,22/61,2.1101198935615724e-14,9.024820467847956e-14,0,0,11.608669108669108,365.5505652335547,JUN;CREBBP;SMARCC2;JUND;PRKDC;CUL3;KEAP1;BACH1;SMARCA4;YY1;NCOR2;NCOR1;PSMB5;SUMO1;TRIM28;MYC;DDIT3;MAFG;SUMO2;MAFF;MAFK;SQSTM1,Transcription_Factor_PPIs
SIN3B,21/55,2.175973409257308e-14,9.165463754144418e-14,0,0,12.700158982511924,399.5306843367654,KDM5A;SMARCE1;CIITA;HDAC2;SMARCB1;SETDB1;HDAC1;FOXK1;ESR1;PBX1;HCFC1;SMARCA4;MECP2;RBL2;MNT;REST;SIN3A;SUMO2;RFX5;E2F4;TP53,Transcription_Factor_PPIs
SREBF1,23/69,3.8573465739095016e-14,1.600510966487823e-13,0,0,10.29685807150596,318.03093897147824,MED1;HSP90AA1;CREBBP;UBE2I;TRRAP;HMGB1;ESR1;SREBF2;RELA;USF1;MED17;MED12;YY1;KAT2A;MED13;SUMO1;EWSR1;SP1;SUMO2;EP300;SCAP;TP53;ZBTB7A,Transcription_Factor_PPIs
SMAD1,38/192,4.357654840393856e-14,1.781511831808076e-13,0,0,5.136163396075291,158.01025209714973,NOTCH2;YAP1;APP;VCP;DDX5;HDAC1;GATA4;TTF2;FOXO3;BACH1;YY1;PSMB4;DVL1;TBX20;EP300;SMAD2;KLF10;SMARCE1;CREBBP;SMAD4;SMAD3;STAT3;ZNF76;RUNX3;TGFBR1;RUNX1;PIAS1;CDK9;ZEB2;KAT2A;ZEB1;EWSR1;NEDD4;HBP1;SQSTM1;TP53;RAN;BMPR1A,Transcription_Factor_PPIs
EGR1,17/35,5.2326676702921636e-14,2.108234220784379e-13,0,0,19.35246980026313,591.8231057364986,CEBPB;CREBBP;JUN;SMAD3;CSNK2A1;SRA1;ELK1;RELA;SREBF2;SUMO1;SP1;IL1B;MDM2;EP300;CTNNB1;TCF4;TP53,Transcription_Factor_PPIs
SOX2,23/70,5.4911288112377936e-14,2.1807625850344378e-13,0,0,10.077245798852031,307.6891249673601,MBD3;SMARCC1;HDAC2;SMARCB1;SMARCC2;HDAC3;UBE2I;CTBP2;TRRAP;HDAC1;SMARCA5;CHD4;GATAD2B;MECP2;NCOR2;ZEB1;NCOR1;SUMO1;CUX1;SIN3A;TBL1XR1;RAD21;TCF3,Transcription_Factor_PPIs
ESRRB,25/84,5.828561990569432e-14,2.282169342786341e-13,0,0,8.739119232963434,266.31085945766006,HDAC2;L3MBTL2;TRRAP;HDAC1;CHD4;MED17;MED12;MED13;POLR2A;RBBP5;RAD21;NRIP1;WDR5;MTA3;MBD3;MED1;SMARCC1;TBP;MED8;SMARCA5;GATAD2B;HCFC1;SMARCA4;SP1;OGT,Transcription_Factor_PPIs
EZH2,29/115,6.7841290915371e-14,2.619427621454603e-13,0,0,6.9751210976135525,211.496869363174,KDM5A;GTF3C1;ATF2;DNMT1;HDAC2;HDAC3;SRC;HDAC1;CUL3;GATA4;BMI1;RELA;YY1;POLR2A;SUZ12;MED1;SS18;ATRX;RUNX3;ESR1;PML;RBX1;GADD45G;RBL2;EWSR1;CDK2;CTNNB1;CLOCK;EZH1,Transcription_Factor_PPIs
GATA2,15/27,1.2138314822644786e-13,4.622536329719521e-13,0,0,25.566595059076263,760.3460459749919,CEBPA;MED1;JUN;HDAC3;SRF;LMO2;STAT3;PML;RUNX1;KAT2A;RXRA;TAL1;EP300;TCF3;PPARA,Transcription_Factor_PPIs
E2F4,23/73,1.5215680156213644e-13,5.71616092355053e-13,0,0,9.471115926327194,279.52923511161146,RB1;SMAD2;CEBPA;HDAC2;HDAC3;SMAD3;TRRAP;SRC;HDAC1;CSTF3;SLC3A2;BRCA1;LIN9;HCFC1;SPIB;NCOR2;RBL2;KAT2A;TFDP1;TRIM28;SIN3A;E2F1;MYBL2,Transcription_Factor_PPIs
TCF7L2,17/37,1.676999631546183e-13,6.216078634264519e-13,0,0,17.415392895586653,512.3016457082543,CEBPA;HDAC2;CREBBP;DAXX;SMAD4;XRCC6;UBE2I;CTBP2;CSNK2A1;JUP;HDAC1;ZBTB33;FOXM1;RUNX3;SUMO2;EP300;CTNNB1,Transcription_Factor_PPIs
ETS2,16/34,5.47343571672073e-13,2.002125170063636e-12,0,0,18.194504181600955,513.6981670332887,SMARCE1;STAT5B;CREBBP;JUN;SMARCB1;MAP3K1;SRC;SRA1;NR3C1;ETS1;SMARCA4;NCOR1;SUMO2;CDK2;EP300;TP53,Transcription_Factor_PPIs
GTF2B,24/86,8.898588550930378e-13,3.2127371651410975e-12,0,0,7.973689734798125,221.2516585745148,CIITA;CEBPB;JUN;CREBBP;TBP;VDR;SRA1;ESR1;RELA;MECP2;REST;NCOR1;CREB1;POLR3A;KLF5;POLR2A;SNAPC2;SP1;MYC;IRF2;HSF1;EP300;MYH11;TAF1,Transcription_Factor_PPIs
BCL3,18/46,9.62877534763592e-13,3.4317942905676747e-12,0,0,13.179956896551724,364.6742525089612,CREBBP;JUN;HDAC3;TBP;KDM1A;CTBP2;STAT1;STAT3;ESR1;HDAC6;RELA;RXRA;KAT5;TBL1XR1;PSMB1;EP300;CTNNB1;RCOR1,Transcription_Factor_PPIs
RUNX3,17/41,1.3361147553590897e-12,4.701770911263632e-12,0,0,14.50977753857194,396.7155298485403,SMAD2;SMAD1;HDAC2;NOTCH1;SMAD3;CBFB;SRC;HDAC1;VDR;TCF7;RBPJ;PML;LCK;MDM2;EP300;CTNNB1;EZH2,Transcription_Factor_PPIs
STAT5B,23/81,1.7787833978139537e-12,6.138962770941303e-12,0,0,8.161318040871222,220.80520610892597,APP;CREBBP;SRC;STAT1;STAT3;PTPN11;NR3C1;ETS1;PRLR;ETS2;EPOR;PIAS1;NCOR2;PPP2CA;KIT;CDK2;ABL1;EP300;CCR5;JAK2;CRK;PTPN2;JAK1,Transcription_Factor_PPIs
CTCF,20/60,1.7886905915332572e-12,6.138962770941303e-12,0,0,10.266738660907128,277.71053012011095,SUZ12;SMAD4;SMAD3;ATRX;HMGB1;ZBTB33;SMC3;SMC1A;YY1;RXRA;SUMO1;POLR2A;SIN3A;MYC;RAD21;SUMO2;WDR5;UBTF;FAU;TAF1,Transcription_Factor_PPIs
AIRE,21/68,2.700065475705893e-12,9.153880515198028e-12,0,0,9.181069580218516,244.5629911585061,RANBP2;DAXX;DDX5;HDAC2;CREBBP;HSPA5;SRC;HDAC1;PRKDC;PIK3R1;SMC3;SMC1A;LMNB1;MSH6;TRIM28;POLR2A;RAD21;ABL1;PABPC1;CRK;KPNB1,Transcription_Factor_PPIs
STAT6,23/83,3.124493896991924e-12,1.0465172329683792e-11,0,0,7.888443481401228,208.97866312295912,CEBPB;JUN;CREBBP;HDAC3;SRC;HDAC1;STAT2;STAT3;NR3C1;ETS1;RELA;PIAS1;SMARCA4;EEF1A1;NFKBIA;ZNF92;SUMO2;EP300;CEBPZ;JAK2;TP53;PTPN2;JAK1,Transcription_Factor_PPIs
ESR2,51/365,3.795022784802112e-12,1.255971826398794e-11,0,0,3.400846884674234,89.43319519041918,SRA1;GCC2;MED17;MED12;MED13;KAT5;RPS18;SIN3A;MED10;EP300;MED1;SREBF1;HSP90AA1;SMARCC2;MRPS21;FOXL2;SMC1A;HCFC1;PIAS1;NCOR2;PREPL;NCOR1;LCK;GTF3C1;GTF3C2;DNMT1;DDX5;RBM47;PRKDC;SRC;EPB41L5;LARP1;RXRA;UBN1;NRIP1;PPARGC1A;SMAD2;SMARCE1;HSPA8;CREBBP;SMAD4;SMAD3;NEBL;SMARCA5;ESR1;KLF5;SP1;VPS41;MDM2;CTNNB1;CALM1,Transcription_Factor_PPIs
MYB,23/84,4.11258188198706e-12,1.345056191991062e-11,0,0,7.758716231817132,203.41003138263625,CEBPB;ZFHX3;CREBBP;UBE2I;CSNK2A1;CHD3;TTF2;LIN9;PML;RUNX1;RBX1;PIAS1;NCOR1;SUMO1;KAT5;TRIM28;SIN3A;RBBP5;TRAF6;SUMO2;CDK2;WDR5;EP300,Transcription_Factor_PPIs
JUND,17/44,5.289406943135413e-12,1.7030222583162103e-11,0,0,12.89554678467488,334.83693417293136,JUN;SMAD4;SMAD3;TBP;BRCA1;ETS1;ESR1;FOSL2;YY1;FOSL1;DDIT3;SUMO2;MDM2;EP300;ATF3;HOXC6;NFE2L2,Transcription_Factor_PPIs
HSF1,26/109,5.329602031421234e-12,1.7030222583162103e-11,0,0,6.459481403876375,167.67356818348256,CEBPB;HDAC2;SMARCB1;PRKDC;HDAC1;CHD3;RELA;SUMO1;CHL1;HSF2;SUMO2;BUB1;HSPA8;DAXX;CREBBP;XRCC6;HSP90AA1;TBP;CSNK2A1;STAT1;ZWINT;SMARCA4;CDK2;TAF7;ATF3;TAF1,Transcription_Factor_PPIs
TCF4,19/57,6.429872302534288e-12,2.0312551137551497e-11,0,0,10.256742179072276,264.3169273871364,SMAD2;EGR1;DAXX;JUN;XRCC6;UBE2I;CSNK2A1;JUP;TCF12;ASCL1;CDC73;PML;LYL1;TAL1;EP300;CTNNB1;HBP1;TCF3;CALM1,Transcription_Factor_PPIs
MAX,24/96,1.1911664253986069e-11,3.720722092818121e-11,0,0,6.862617498192336,172.6188698730512,CEBPA;KDM5C;SMAD4;L3MBTL2;SMAD3;CSNK2A1;TRRAP;EPAS1;HIF1A;USF1;HK1;PPP1CB;YY1;CDK9;KAT2A;MNT;TUBA1A;KAT5;CUX1;MYC;WDR5;EP300;TCF3;TAF1,Transcription_Factor_PPIs
KDM5A,13/25,1.6754285467538598e-11,5.1752126221952555e-11,0,0,22.110217934976777,548.6068427718124,RB1;SUZ12;BRD2;HDAC2;TBP;VDR;LMO2;NR3C1;RBPJ;ESR1;SUMO2;CDK2;EZH2,Transcription_Factor_PPIs
NR4A1,26/115,1.966900961354079e-11,6.008774365455318e-11,0,0,6.022105520273571,148.4568057830761,SRC;CHD4;CHD3;NR3C1;HIF1A;RTN4;HDAC6;RXRA;TRIM28;SUMO2;EP300;SMARCE1;MED1;SMARCC1;SMAD3;MAP3K1;STAT3;YWHAZ;PML;EEF1A1;NCOR2;PREPL;CTNNB1;TCF4;SUGT1;TP53,Transcription_Factor_PPIs
KLF1,11/17,2.385952646702864e-11,7.209726475906481e-11,0,0,37.34901960784314,913.5136030818768,SMARCE1;CREBBP;SMARCC1;SMARCC2;SMARCB1;CSNK2A1;HDAC1;SIN3A;HDAC6;FLI1;SMARCA4,Transcription_Factor_PPIs
AHR,16/42,2.8929445497770267e-11,8.647726718688316e-11,0,0,12.590901571546732,305.53284673717786,RB1;HSP90AA1;TBP;SRC;ARNT;BRCA1;ESR1;RELA;SMARCA4;NCOR2;SP1;SUMO2;NRIP1;EP300;TAF7;CTNNB1,Transcription_Factor_PPIs
KLF4,14/31,3.1869321387498275e-11,9.425182282685659e-11,0,0,16.821383489017926,406.562363932273,SMAD2;APP;HDAC2;CREBBP;SMAD3;HDAC1;ELK1;RELA;SMARCA4;KAT5;SP1;EP300;CTNNB1;TP53,Transcription_Factor_PPIs
