Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
TCF3 mouse,7/44,0.0042914490233073,0.0177947153466452,0,0,3.83153440980917,20.88619536821514,SMARCC1;NOTCH1;UBE2I;NR5A2;CDH1;KIT;EBF1,TRRUST_Transcription_Factors_2019
TBP human,4/15,0.0044662860268732,0.0179977245065201,0,0,7.351090523065046,39.77820694040605,APP;MYC;E2F1;NF1,TRRUST_Transcription_Factors_2019
TP63 human,4/15,0.0044662860268732,0.0179977245065201,0,0,7.351090523065046,39.77820694040605,VDR;TCF4;BRCA1;PPARA,TRRUST_Transcription_Factors_2019
FOS mouse,8/56,0.0046027012982278,0.0179977245065201,0,0,3.377043354655295,18.17224821327957,EGR1;JUN;BMP2;TGFB1;PLAU;SRC;NR3C1;NFE2L2,TRRUST_Transcription_Factors_2019
FLI1 human,5/24,0.004696718109204,0.0179977245065201,0,0,5.32328430001678,28.537548431823463,HDAC1;MMP1;EP300;FOXM1;FLI1,TRRUST_Transcription_Factors_2019
HDAC3 human,5/24,0.004696718109204,0.0179977245065201,0,0,5.32328430001678,28.537548431823463,JUN;CDH1;MYC;GATA2;GTF2I,TRRUST_Transcription_Factors_2019
HDAC4 human,5/24,0.004696718109204,0.0179977245065201,0,0,5.32328430001678,28.537548431823463,MEF2A;JUN;SMAD4;HDAC3;HOXB13,TRRUST_Transcription_Factors_2019
JUND human,6/34,0.0047562140819571,0.0179977245065201,0,0,4.337234042553192,23.19684309121782,FOSL1;TGFB1;CD40LG;BCL6;MDM2;PLAT,TRRUST_Transcription_Factors_2019
STAT1 mouse,6/34,0.0047562140819571,0.0179977245065201,0,0,4.337234042553192,23.19684309121782,APP;EGR1;CD40;CIITA;CEBPD;MDM2,TRRUST_Transcription_Factors_2019
APEX1 mouse,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,APOD;TLR4;RELA,TRRUST_Transcription_Factors_2019
ESRRA mouse,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,NRIP1;PPARA;PPARGC1A,TRRUST_Transcription_Factors_2019
GLI1 mouse,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,CDH1;FOXM1;RUNX3,TRRUST_Transcription_Factors_2019
HDAC5 human,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,MEF2A;YY1;IGF2,TRRUST_Transcription_Factors_2019
HES1 human,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,E2F1;PTGDS;ASCL1,TRRUST_Transcription_Factors_2019
HMGA2 mouse,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,CDH1;SNAI2;NKX2-5,TRRUST_Transcription_Factors_2019
MEF2C human,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,MECP2;JUN;CDKL5,TRRUST_Transcription_Factors_2019
SMAD7 mouse,3/8,0.0049390844799597,0.0179977245065201,0,0,12.120254506892897,64.36552412797758,NFKBIA;TGFB1;SMAD3,TRRUST_Transcription_Factors_2019
PARP1 human,5/25,0.0056459684019628,0.0202664985174933,0,0,5.056854410201913,26.17839240937416,JUN;SMARCB1;CDH1;E2F1;RELA,TRRUST_Transcription_Factors_2019
SRF human,5/25,0.0056459684019628,0.0202664985174933,0,0,5.056854410201913,26.17839240937416,FOSL1;CREB1;PRRX1;PLAU;KPNB1,TRRUST_Transcription_Factors_2019
HNF4A mouse,6/36,0.0063585169069415,0.0226551602388065,0,0,4.047659574468085,20.47290070519759,CEBPA;CEBPB;GSTP1;ONECUT1;PPARA;PPARGC1A,TRRUST_Transcription_Factors_2019
NR1I2 human,5/26,0.0067227931725237,0.023555212206268,0,0,4.81579879560751,24.089837038612902,FOSL1;RXRA;TNFRSF12A;RELA;BCL2L1,TRRUST_Transcription_Factors_2019
EP300 mouse,8/60,0.0070281509082284,0.023555212206268,0,0,3.116614728555027,15.451651099884767,DNMT1;CREB1;SMAD3;KLF5;IRF2;TXNIP;GATA4;CLOCK,TRRUST_Transcription_Factors_2019
DNMT3A human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,SFRP1;SETDB1;JUP,TRRUST_Transcription_Factors_2019
ESRRA human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,NRIP1;SNAI2;AHR,TRRUST_Transcription_Factors_2019
HIC1 human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,MYC;STAT3;E2F1,TRRUST_Transcription_Factors_2019
HIPK2 human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,CTBP2;HIF1A;TP53,TRRUST_Transcription_Factors_2019
MEN1 mouse,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,YAP1;JUND;EZH2,TRRUST_Transcription_Factors_2019
MYCN mouse,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,SMAD4;HDAC2;IGFBP2,TRRUST_Transcription_Factors_2019
NKX2-5 human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,LYL1;CTNNB1;GATA4,TRRUST_Transcription_Factors_2019
PER1 mouse,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,EGR1;BHLHE40;CLOCK,TRRUST_Transcription_Factors_2019
SMAD7 human,3/9,0.0071498149316323,0.023555212206268,0,0,10.09968186638388,49.89918315078649,TGFB1;MYC;TGFBR1,TRRUST_Transcription_Factors_2019
GATA1 mouse,4/17,0.0072222900952557,0.0236321192912791,0,0,6.219500244977952,30.665763349768916,TAL1;SIGMAR1;ZBTB7A;FLI1,TRRUST_Transcription_Factors_2019
E2F1 mouse,7/49,0.0078476917248008,0.0255049981056026,0,0,3.374511892083777,16.35806733339062,RB1;EGR1;DNMT1;PDK4;BMI1;MYH10;NFE2L2,TRRUST_Transcription_Factors_2019
SPI1 human,8/62,0.0085527751529406,0.0274620492117617,0,0,3.0008686725104634,14.288634591917546,CD40;ITGAM;BCL6;IL1B;STAT3;TLR4;CTSS;FLI1,TRRUST_Transcription_Factors_2019
EGR1 human,10/88,0.0085640486107365,0.0274620492117617,0,0,2.59916721455183,12.372509592963532,PCSK2;RBL2;PLAU;IGF2;EP300;TCF4;TP53;HIF1A;ATF3;TP73,TRRUST_Transcription_Factors_2019
FOXO3 human,4/18,0.0089434714478959,0.0284888064002513,0,0,5.774946921443736,27.23945131909155,PIK3CA;BCL6;TXNIP;FOXM1,TRRUST_Transcription_Factors_2019
E2F4 mouse,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,RB1;MYBL2;BRCA1,TRRUST_Transcription_Factors_2019
NFIL3 mouse,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,BMP4;ABCB4;ARNT,TRRUST_Transcription_Factors_2019
SNAI1 human,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,CDH2;VDR;CDH1,TRRUST_Transcription_Factors_2019
TAL1 mouse,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,KIT;TCF3;RUNX1,TRRUST_Transcription_Factors_2019
TBX3 mouse,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,GJA1;ONECUT1;HNF1B,TRRUST_Transcription_Factors_2019
TRP63 mouse,3/10,0.0098581079565387,0.0302022288350007,0,0,8.656415694591729,39.98797487060774,IRF6;PTK2;SMARCA4,TRRUST_Transcription_Factors_2019
SPI1 mouse,6/40,0.0106826485290835,0.0320026946439763,0,0,3.5707133917396745,16.207948298138117,MED1;ELF1;TAL1;IL1B;PTGDS;TLR4,TRRUST_Transcription_Factors_2019
GLI1 human,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,JUN;SMAD4;SFRP1;CDK2,TRRUST_Transcription_Factors_2019
NFKBIA human,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,CD40;MMP1;IL1B;RELA,TRRUST_Transcription_Factors_2019
NR3C1 mouse,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,NFKBIA;CH25H;VDR;BRCA1,TRRUST_Transcription_Factors_2019
SRF mouse,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,EGR1;KCNMB1;MYH11;KLF3,TRRUST_Transcription_Factors_2019
TCF4 mouse,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,CDH1;MYC;SMC3;CD44,TRRUST_Transcription_Factors_2019
XBP1 human,4/19,0.0109115216665532,0.0320026946439763,0,0,5.389667374380751,24.3501723362705,ERN1;HSPA5;DDIT3;ESR1,TRRUST_Transcription_Factors_2019
USF1 human,8/65,0.0112860731183111,0.0329006131509554,0,0,2.8424793326600084,12.746205405682131,CIITA;TGFB1;MYH9;PTGDS;B2M;CTSD;ASCL2;RELA,TRRUST_Transcription_Factors_2019
RELA mouse,12/121,0.0121260123303252,0.035136216451123,0,0,2.233070742392393,9.853206601459169,YY1;CDK9;DNMT1;BMP2;CD40;KLF5;EPAS1;MYC;PDK4;PPARA;BCL2L1;BIRC3,TRRUST_Transcription_Factors_2019
CITED2 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,CEBPA;SMAD3;PDK4,TRRUST_Transcription_Factors_2019
IRF4 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,IL1B;PRDM1;RUNX3,TRRUST_Transcription_Factors_2019
IRF8 human,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,IL1B;NF1;TLR4,TRRUST_Transcription_Factors_2019
LDB1 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,IGF1;TCF3;RUNX1,TRRUST_Transcription_Factors_2019
NCOA1 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,NFKBIA;GATA4;ESR1,TRRUST_Transcription_Factors_2019
NPM1 human,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,DNMT1;MDM2;BRD4,TRRUST_Transcription_Factors_2019
PARP1 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,E2F1;APOD;RELA,TRRUST_Transcription_Factors_2019
PPARD mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,TGFB1;SP1;PDK4,TRRUST_Transcription_Factors_2019
PRDM1 mouse,3/11,0.013083777511403,0.0357037944240872,0,0,7.573966065747614,32.843611434609635,XBP1;BCL6;MAP3K5,TRRUST_Transcription_Factors_2019
KLF6 human,4/20,0.0131384025219614,0.0357037944240872,0,0,5.052547770700637,21.888727519890548,CDH1;TXNIP;ATF3;IGF1R,TRRUST_Transcription_Factors_2019
NFYA human,4/20,0.0131384025219614,0.0357037944240872,0,0,5.052547770700637,21.888727519890548,HSPA5;DDIT3;SP3;LPIN1,TRRUST_Transcription_Factors_2019
CEBPB mouse,6/42,0.0134839959132844,0.03643709008028,0,0,3.371985815602837,14.52061993638652,CEBPA;MYC;IL1B;ABL1;PPARGC1A;ATF3,TRRUST_Transcription_Factors_2019
FOXA1 human,4/21,0.0156347448349256,0.0420129176849119,0,0,4.7550892968652425,19.772895757135117,MYC;NF1;BRCA1;ESR1,TRRUST_Transcription_Factors_2019
ELF1 mouse,3/12,0.0168402750632033,0.0442632366415345,0,0,6.732060798868858,27.493614697205214,LYL1;TAL1;FLI1,TRRUST_Transcription_Factors_2019
MSX1 mouse,3/12,0.0168402750632033,0.0442632366415345,0,0,6.732060798868858,27.493614697205214,BMP4;SRF;ETS1,TRRUST_Transcription_Factors_2019
NR1I2 mouse,3/12,0.0168402750632033,0.0442632366415345,0,0,6.732060798868858,27.493614697205214,CYP24A1;E2F1;PPARA,TRRUST_Transcription_Factors_2019
TCF7L2 human,3/12,0.0168402750632033,0.0442632366415345,0,0,6.732060798868858,27.493614697205214,STAT3;CTNNB1;SNAI2,TRRUST_Transcription_Factors_2019
AHR human,4/22,0.0184098273923498,0.0476082095468831,0,0,4.490681764567115,17.939692822583137,IL1B;MYC;ARNT;BRCA1,TRRUST_Transcription_Factors_2019
ATM human,4/22,0.0184098273923498,0.0476082095468831,0,0,4.490681764567115,17.939692822583137,KLRK1;SP1;FOXM1;IGF1R,TRRUST_Transcription_Factors_2019
ETV4 human,4/22,0.0184098273923498,0.0476082095468831,0,0,4.490681764567115,17.939692822583137,EGLN1;MMP1;GBA;ETS1,TRRUST_Transcription_Factors_2019
E2F3 human,3/13,0.0211354047467932,0.0532258098597254,0,0,6.058536585365854,23.366598403385005,CUX1;TFE3;MAP3K5,TRRUST_Transcription_Factors_2019
HDAC7 human,3/13,0.0211354047467932,0.0532258098597254,0,0,6.058536585365854,23.366598403385005,MEF2A;ESR1;HIF1A,TRRUST_Transcription_Factors_2019
KLF5 human,3/13,0.0211354047467932,0.0532258098597254,0,0,6.058536585365854,23.366598403385005,NOTCH1;MYH11;HIF1A,TRRUST_Transcription_Factors_2019
TP73 human,3/13,0.0211354047467932,0.0532258098597254,0,0,6.058536585365854,23.366598403385005,VDR;E2F1;MDM2,TRRUST_Transcription_Factors_2019
ZEB1 human,3/13,0.0211354047467932,0.0532258098597254,0,0,6.058536585365854,23.366598403385005,BCL6;CDH1;GRHL2,TRRUST_Transcription_Factors_2019
FOXM1 mouse,4/23,0.0214715713525636,0.0537907594822038,0,0,4.254106604089842,16.340131867244125,CDH1;MYC;STAT3;SNAI2,TRRUST_Transcription_Factors_2019
SMAD1 mouse,4/24,0.0248265479704108,0.0618734174806611,0,0,4.041188959660297,14.935594738103871,BMP2;TBX20;NKX2-5;RUNX1,TRRUST_Transcription_Factors_2019
CLOCK human,3/14,0.0259719777997113,0.0640642119059547,0,0,5.507471319772487,20.106329869400017,KAT5;BHLHE40;NR3C1,TRRUST_Transcription_Factors_2019
ZEB1 mouse,3/14,0.0259719777997113,0.0640642119059547,0,0,5.507471319772487,20.106329869400017,RBL2;TGFB1;CDH1,TRRUST_Transcription_Factors_2019
STAT6 human,5/36,0.0261629165522403,0.0642059329674877,0,0,3.2606012820952315,11.87971471748392,CD40;IL1R1;STAT1;TLR4;RHOA,TRRUST_Transcription_Factors_2019
SMAD3 mouse,6/49,0.0272549735814832,0.0663588718245987,0,0,2.8220188025729835,10.166377082073335,JUN;CDH1;PLAU;MYC;ANGPTL2;PPARGC1A,TRRUST_Transcription_Factors_2019
PGR human,4/25,0.0284799977225394,0.0663588718245987,0,0,3.848549186128804,13.695267300311713,MYC;E2F1;ESR1;RELA,TRRUST_Transcription_Factors_2019
STAT5A mouse,4/25,0.0284799977225394,0.0663588718245987,0,0,3.848549186128804,13.695267300311713,PDK4;NR3C1;EPOR;BCL2L1,TRRUST_Transcription_Factors_2019
TCF4 human,4/25,0.0284799977225394,0.0663588718245987,0,0,3.848549186128804,13.695267300311713,CNTNAP2;JUN;MYC;CD44,TRRUST_Transcription_Factors_2019
ARID3A human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,E2F1;PML,TRRUST_Transcription_Factors_2019
FOXQ1 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,CDH1;BCL11A,TRRUST_Transcription_Factors_2019
HEY1 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,GATA6;GATA4,TRRUST_Transcription_Factors_2019
HIVEP2 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,HLA-A;HLA-G,TRRUST_Transcription_Factors_2019
IKBKB human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,TP53;CD44,TRRUST_Transcription_Factors_2019
MBD1 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,SETDB1;IGF2,TRRUST_Transcription_Factors_2019
MTF1 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,DNMT1;EP300,TRRUST_Transcription_Factors_2019
NKX2-1 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,SP1;LMO3,TRRUST_Transcription_Factors_2019
PBX2 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,VCP;MEIS1,TRRUST_Transcription_Factors_2019
PITX3 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,ALDH1A1;EN1,TRRUST_Transcription_Factors_2019
PLAG1 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,EGR1;IGF2,TRRUST_Transcription_Factors_2019
RBL1 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,MYC;MYBL2,TRRUST_Transcription_Factors_2019
SOX6 human,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,CTNNB1;TP53,TRRUST_Transcription_Factors_2019
ZBTB33 mouse,2/6,0.0295234897514846,0.0663588718245987,0,0,10.090042372881356,35.54287117490813,BCL6;CTNNB1,TRRUST_Transcription_Factors_2019
HOXA10 human,3/15,0.0313484107247657,0.0688519888521109,0,0,5.048250265111347,17.480029506737637,LYL1;KLF9;TP53,TRRUST_Transcription_Factors_2019
NFYA mouse,3/15,0.0313484107247657,0.0688519888521109,0,0,5.048250265111347,17.480029506737637,SREBF1;HSPA5;E2F1,TRRUST_Transcription_Factors_2019
NR4A1 human,3/15,0.0313484107247657,0.0688519888521109,0,0,5.048250265111347,17.480029506737637,E2F1;MDM2;RNF7,TRRUST_Transcription_Factors_2019
PTTG1 human,3/15,0.0313484107247657,0.0688519888521109,0,0,5.048250265111347,17.480029506737637,MYC;S100A4;RHOA,TRRUST_Transcription_Factors_2019
RFX1 human,3/15,0.0313484107247657,0.0688519888521109,0,0,5.048250265111347,17.480029506737637,CIITA;HDAC1;MYC,TRRUST_Transcription_Factors_2019
MITF human,4/26,0.0324358591457421,0.0702776948157747,0,0,3.673422119281992,12.59429358943473,KIT;CDK2;HIF1A;PPARGC1A,TRRUST_Transcription_Factors_2019
SIRT1 mouse,4/26,0.0324358591457421,0.0702776948157747,0,0,3.673422119281992,12.59429358943473,SREBF1;SMAD3;RELA;BCL2L1,TRRUST_Transcription_Factors_2019
SMAD4 human,4/26,0.0324358591457421,0.0702776948157747,0,0,3.673422119281992,12.59429358943473,JUN;TGFB1;MYC;AHR,TRRUST_Transcription_Factors_2019
NFIC human,4/27,0.0366968057801143,0.0787998374117634,0,0,3.513523493030555,11.612425503973636,GTF3C1;GTF3C2;JUN;HMGB1,TRRUST_Transcription_Factors_2019
SREBF1 human,4/27,0.0366968057801143,0.0787998374117634,0,0,3.513523493030555,11.612425503973636,CAV1;LPIN1;HK2;BCL2L1,TRRUST_Transcription_Factors_2019
PITX1 human,3/16,0.0372592714205663,0.0796520424590774,0,0,4.659678603474998,15.329664472759694,JUN;IRF2;RUNX1,TRRUST_Transcription_Factors_2019
ASCL1 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,IGF2;PCSK6,TRRUST_Transcription_Factors_2019
E2F3 mouse,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,TFE3;IGF2,TRRUST_Transcription_Factors_2019
FOXO4 mouse,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,RBL2;PPARGC1A,TRRUST_Transcription_Factors_2019
HSF2 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,TXN;HIF1A,TRRUST_Transcription_Factors_2019
NR2F2 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,E2F1;PPARA,TRRUST_Transcription_Factors_2019
NR3C2 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,CD40;CCR5,TRRUST_Transcription_Factors_2019
NR3C2 mouse,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,MLLT3;TNS1,TRRUST_Transcription_Factors_2019
SALL4 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,ZEB1;CDH1,TRRUST_Transcription_Factors_2019
TRERF1 human,2/7,0.0400533242771225,0.0823318332363074,0,0,8.071610169491525,25.97075768885926,CD40;LILRB2,TRRUST_Transcription_Factors_2019
CEBPD human,3/17,0.0436957770846158,0.088682146741351,0,0,4.326617179215271,13.544491588906398,C3;DDIT3;GADD45G,TRRUST_Transcription_Factors_2019
ESR2 mouse,3/17,0.0436957770846158,0.088682146741351,0,0,4.326617179215271,13.544491588906398,BMP2;PTGDS;IGF1R,TRRUST_Transcription_Factors_2019
MYB mouse,3/17,0.0436957770846158,0.088682146741351,0,0,4.326617179215271,13.544491588906398,MYC;KIT;SNAI2,TRRUST_Transcription_Factors_2019
SNAI1 mouse,4/29,0.0461385915428904,0.0928563285863193,0,0,3.2321019108280256,9.942286633920528,NR5A2;CDH1;KIT;CTNNB1,TRRUST_Transcription_Factors_2019
SOX9 mouse,4/29,0.0461385915428904,0.0928563285863193,0,0,3.2321019108280256,9.942286633920528,PIK3CA;CDH1;CTNNB1;BMI1,TRRUST_Transcription_Factors_2019
TFAP2A human,7/71,0.0501839154872721,0.0984017470360335,0,0,2.2119608626198084,6.61832119407125,APP;CDH1;KIT;TAF7;NR3C1;ETS1;HOXA4,TRRUST_Transcription_Factors_2019
BCL6 mouse,3/18,0.0506462476162118,0.0984017470360335,0,0,4.03796394485684,12.044802819054691,BCL6;MYC;PRDM1,TRRUST_Transcription_Factors_2019
DDIT3 human,3/18,0.0506462476162118,0.0984017470360335,0,0,4.03796394485684,12.044802819054691,ATF2;CEBPA;CDK2,TRRUST_Transcription_Factors_2019
RBPJ mouse,3/18,0.0506462476162118,0.0984017470360335,0,0,4.03796394485684,12.044802819054691,CDH2;PRDM1;ASCL1,TRRUST_Transcription_Factors_2019
ATF5 human,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,EGR1;CREB1,TRRUST_Transcription_Factors_2019
DNMT3A mouse,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,RB1;MDM2,TRRUST_Transcription_Factors_2019
ERCC2 human,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,E2F1;TP53,TRRUST_Transcription_Factors_2019
ERG mouse,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,LYL1;SNAI2,TRRUST_Transcription_Factors_2019
ID3 mouse,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,SMARCC1;NOTCH1,TRRUST_Transcription_Factors_2019
KLF8 human,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,CDH2;CDH1,TRRUST_Transcription_Factors_2019
MAZ human,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,MMP1;HRAS,TRRUST_Transcription_Factors_2019
MTA1 mouse,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,RRM2B;CLOCK,TRRUST_Transcription_Factors_2019
PAX8 human,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,E2F1;TP53,TRRUST_Transcription_Factors_2019
POU4F1 mouse,2/8,0.0517580914763336,0.0984017470360335,0,0,6.7259887005649714,19.916826241045086,RUNX3;BCL2L1,TRRUST_Transcription_Factors_2019
KLF4 mouse,3/19,0.058096517820445,0.1087331714849574,0,0,3.785392364793213,10.771900083853556,CEBPB;CDH1;SNAI2,TRRUST_Transcription_Factors_2019
NR0B2 mouse,3/19,0.058096517820445,0.1087331714849574,0,0,3.785392364793213,10.771900083853556,SMAD3;NR5A2;PPARGC1A,TRRUST_Transcription_Factors_2019
PML human,3/19,0.058096517820445,0.1087331714849574,0,0,3.785392364793213,10.771900083853556,EP300;TP53;PML,TRRUST_Transcription_Factors_2019
RUNX2 human,3/19,0.058096517820445,0.1087331714849574,0,0,3.785392364793213,10.771900083853556,PLAU;SNAI2;ESR1,TRRUST_Transcription_Factors_2019
ELF1 human,2/9,0.0645033320912507,0.118420239449968,0,0,5.764830508474576,15.80162177122918,MEIS1;FLI1,TRRUST_Transcription_Factors_2019
FOSL1 human,2/9,0.0645033320912507,0.118420239449968,0,0,5.764830508474576,15.80162177122918,MMP1;EZH2,TRRUST_Transcription_Factors_2019
GATA6 human,2/9,0.0645033320912507,0.118420239449968,0,0,5.764830508474576,15.80162177122918,PLAU;CAV1,TRRUST_Transcription_Factors_2019
NCOA3 mouse,2/9,0.0645033320912507,0.118420239449968,0,0,5.764830508474576,15.80162177122918,NFKBIA;CLOCK,TRRUST_Transcription_Factors_2019
SMARCA4 human,2/9,0.0645033320912507,0.118420239449968,0,0,5.764830508474576,15.80162177122918,CDH1;CD44,TRRUST_Transcription_Factors_2019
PPARA mouse,5/46,0.0649772512374838,0.11883672184498,0,0,2.4640367020035767,6.735981611347475,NFKBIA;CEBPA;CEBPB;CEBPD;PDK4,TRRUST_Transcription_Factors_2019
ELK1 human,3/20,0.06603031159157,0.119851244813378,0,0,3.562535088266484,9.681692758781056,FOSL1;SRF;EZH2,TRRUST_Transcription_Factors_2019
NANOG mouse,3/20,0.06603031159157,0.119851244813378,0,0,3.562535088266484,9.681692758781056,GATA6;TCF3;BMI1,TRRUST_Transcription_Factors_2019
HIF1A mouse,3/21,0.0744295810362322,0.1345888288662695,0,0,3.3644397313538352,8.740484106713412,CREBBP;MDK;BSG,TRRUST_Transcription_Factors_2019
GATA2 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,CEBPA;LYL1,TRRUST_Transcription_Factors_2019
HDAC2 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,NFKBIA;SMARCA4,TRRUST_Transcription_Factors_2019
MBD2 human,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,GSTP1;CHD4,TRRUST_Transcription_Factors_2019
NFIL3 human,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,APP;IL1B,TRRUST_Transcription_Factors_2019
NFKB2 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,MYC;HIF1A,TRRUST_Transcription_Factors_2019
NKX3-1 human,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,ESR1;IGF1R,TRRUST_Transcription_Factors_2019
NR4A1 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,KCNB1;NKX2-5,TRRUST_Transcription_Factors_2019
NRL mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,SAG;RHO,TRRUST_Transcription_Factors_2019
PPARD human,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,PDK4;TXN,TRRUST_Transcription_Factors_2019
RBL2 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,CDK2;BRCA1,TRRUST_Transcription_Factors_2019
SNAI2 mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,CDH1;CTNNB1,TRRUST_Transcription_Factors_2019
